NACA 0026
1.000000 0.000000
0.967948 0.012285
0.935930 0.021468
0.903977 0.030292
0.872123 0.038767
0.840400 0.046902
0.808841 0.054701
0.777479 0.062166
0.746345 0.069296
0.715472 0.076087
0.684892 0.082535
0.654635 0.088630
0.624733 0.094362
0.595217 0.099720
0.566116 0.104691
0.537462 0.109261
0.509282 0.113414
0.481607 0.117137
0.454465 0.120415
0.427883 0.123233
0.401889 0.125578
0.376510 0.127440
0.351772 0.128807
0.327699 0.129672
0.304317 0.130028
0.281651 0.129871
0.259722 0.129201
0.238554 0.128019
0.218169 0.126328
0.198586 0.124135
0.179828 0.121449
0.161912 0.118282
0.144857 0.114647
0.128681 0.110560
0.113401 0.106040
0.099031 0.101104
0.085587 0.095774
0.073083 0.090071
0.061532 0.084017
0.050944 0.077634
0.041332 0.070944
0.032705 0.063968
0.025072 0.056727
0.018441 0.049240
0.012818 0.041525
0.008210 0.033597
0.004621 0.025470
0.002055 0.017157
0.000514 0.008664
0.000000 0.000000
0.000514 -0.008664
0.002055 -0.017157
0.004621 -0.025470
0.008210 -0.033597
0.012818 -0.041525
0.018441 -0.049240
0.025072 -0.056727
0.032705 -0.063968
0.041332 -0.070944
0.050944 -0.077634
0.061532 -0.084017
0.073083 -0.090071
0.085587 -0.095774
0.099031 -0.101104
0.113401 -0.106040
0.128681 -0.110560
0.144857 -0.114647
0.161912 -0.118282
0.179828 -0.121449
0.198586 -0.124135
0.218169 -0.126328
0.238554 -0.128019
0.259722 -0.129201
0.281651 -0.129871
0.304317 -0.130028
0.327699 -0.129672
0.351772 -0.128807
0.376510 -0.127440
0.401889 -0.125578
0.427883 -0.123233
0.454465 -0.120415
0.481607 -0.117137
0.509282 -0.113414
0.537462 -0.109261
0.566116 -0.104691
0.595217 -0.099720
0.624733 -0.094362
0.654635 -0.088630
0.684892 -0.082535
0.715472 -0.076087
0.746345 -0.069296
0.777479 -0.062166
0.808841 -0.054701
0.840400 -0.046902
0.872123 -0.038767
0.903977 -0.030292
0.935930 -0.021468
0.967948 -0.012285
1.000000 0.000000
