NACA 0031
1.000000 0.000000
0.967948 0.014647
0.935930 0.025596
0.903977 0.036117
0.872123 0.046223
0.840400 0.055922
0.808841 0.065221
0.777479 0.074121
0.746345 0.082622
0.715472 0.090719
0.684892 0.098407
0.654635 0.105674
0.624733 0.112509
0.595217 0.118897
0.566116 0.124824
0.537462 0.130272
0.509282 0.135225
0.481607 0.139664
0.454465 0.143571
0.427883 0.146931
0.401889 0.149728
0.376510 0.151947
0.351772 0.153577
0.327699 0.154608
0.304317 0.155033
0.281651 0.154847
0.259722 0.154048
0.238554 0.152638
0.218169 0.150622
0.198586 0.148007
0.179828 0.144805
0.161912 0.141029
0.144857 0.136695
0.128681 0.131822
0.113401 0.126432
0.099031 0.120547
0.085587 0.114192
0.073083 0.107392
0.061532 0.100174
0.050944 0.092563
0.041332 0.084587
0.032705 0.076269
0.025072 0.067636
0.018441 0.058709
0.012818 0.049510
0.008210 0.040058
0.004621 0.030369
0.002055 0.020456
0.000514 0.010331
0.000000 0.000000
0.000514 -0.010331
0.002055 -0.020456
0.004621 -0.030369
0.008210 -0.040058
0.012818 -0.049510
0.018441 -0.058709
0.025072 -0.067636
0.032705 -0.076269
0.041332 -0.084587
0.050944 -0.092563
0.061532 -0.100174
0.073083 -0.107392
0.085587 -0.114192
0.099031 -0.120547
0.113401 -0.126432
0.128681 -0.131822
0.144857 -0.136695
0.161912 -0.141029
0.179828 -0.144805
0.198586 -0.148007
0.218169 -0.150622
0.238554 -0.152638
0.259722 -0.154048
0.281651 -0.154847
0.304317 -0.155033
0.327699 -0.154608
0.351772 -0.153577
0.376510 -0.151947
0.401889 -0.149728
0.427883 -0.146931
0.454465 -0.143571
0.481607 -0.139664
0.509282 -0.135225
0.537462 -0.130272
0.566116 -0.124824
0.595217 -0.118897
0.624733 -0.112509
0.654635 -0.105674
0.684892 -0.098407
0.715472 -0.090719
0.746345 -0.082622
0.777479 -0.074121
0.808841 -0.065221
0.840400 -0.055922
0.872123 -0.046223
0.903977 -0.036117
0.935930 -0.025596
0.967948 -0.014647
1.000000 0.000000
