NACA 0012
1.000000 0.000000
0.967948 0.005670
0.935930 0.009908
0.903977 0.013981
0.872123 0.017893
0.840400 0.021647
0.808841 0.025247
0.777479 0.028692
0.746345 0.031983
0.715472 0.035117
0.684892 0.038093
0.654635 0.040906
0.624733 0.043552
0.595217 0.046025
0.566116 0.048319
0.537462 0.050428
0.509282 0.052345
0.481607 0.054063
0.454465 0.055576
0.427883 0.056877
0.401889 0.057959
0.376510 0.058818
0.351772 0.059449
0.327699 0.059848
0.304317 0.060013
0.281651 0.059941
0.259722 0.059631
0.238554 0.059086
0.218169 0.058305
0.198586 0.057293
0.179828 0.056054
0.161912 0.054592
0.144857 0.052914
0.128681 0.051028
0.113401 0.048941
0.099031 0.046663
0.085587 0.044203
0.073083 0.041571
0.061532 0.038777
0.050944 0.035831
0.041332 0.032743
0.032705 0.029524
0.025072 0.026182
0.018441 0.022726
0.012818 0.019165
0.008210 0.015506
0.004621 0.011756
0.002055 0.007918
0.000514 0.003999
0.000000 0.000000
0.000514 -0.003999
0.002055 -0.007918
0.004621 -0.011756
0.008210 -0.015506
0.012818 -0.019165
0.018441 -0.022726
0.025072 -0.026182
0.032705 -0.029524
0.041332 -0.032743
0.050944 -0.035831
0.061532 -0.038777
0.073083 -0.041571
0.085587 -0.044203
0.099031 -0.046663
0.113401 -0.048941
0.128681 -0.051028
0.144857 -0.052914
0.161912 -0.054592
0.179828 -0.056054
0.198586 -0.057293
0.218169 -0.058305
0.238554 -0.059086
0.259722 -0.059631
0.281651 -0.059941
0.304317 -0.060013
0.327699 -0.059848
0.351772 -0.059449
0.376510 -0.058818
0.401889 -0.057959
0.427883 -0.056877
0.454465 -0.055576
0.481607 -0.054063
0.509282 -0.052345
0.537462 -0.050428
0.566116 -0.048319
0.595217 -0.046025
0.624733 -0.043552
0.654635 -0.040906
0.684892 -0.038093
0.715472 -0.035117
0.746345 -0.031983
0.777479 -0.028692
0.808841 -0.025247
0.840400 -0.021647
0.872123 -0.017893
0.903977 -0.013981
0.935930 -0.009908
0.967948 -0.005670
1.000000 0.000000
