NACA 0027
1.000000 0.000000
0.967948 0.012757
0.935930 0.022293
0.903977 0.031457
0.872123 0.040259
0.840400 0.048706
0.808841 0.056805
0.777479 0.064557
0.746345 0.071961
0.715472 0.079014
0.684892 0.085709
0.654635 0.092038
0.624733 0.097991
0.595217 0.103556
0.566116 0.108718
0.537462 0.113463
0.509282 0.117776
0.481607 0.121642
0.454465 0.125046
0.427883 0.127972
0.401889 0.130408
0.376510 0.132341
0.351772 0.133761
0.327699 0.134659
0.304317 0.135029
0.281651 0.134866
0.259722 0.134171
0.238554 0.132943
0.218169 0.131187
0.198586 0.128910
0.179828 0.126120
0.161912 0.122831
0.144857 0.119057
0.128681 0.114813
0.113401 0.110118
0.099031 0.104993
0.085587 0.099458
0.073083 0.093535
0.061532 0.087248
0.050944 0.080620
0.041332 0.073672
0.032705 0.066428
0.025072 0.058909
0.018441 0.051134
0.012818 0.043122
0.008210 0.034889
0.004621 0.026450
0.002055 0.017817
0.000514 0.008998
0.000000 0.000000
0.000514 -0.008998
0.002055 -0.017817
0.004621 -0.026450
0.008210 -0.034889
0.012818 -0.043122
0.018441 -0.051134
0.025072 -0.058909
0.032705 -0.066428
0.041332 -0.073672
0.050944 -0.080620
0.061532 -0.087248
0.073083 -0.093535
0.085587 -0.099458
0.099031 -0.104993
0.113401 -0.110118
0.128681 -0.114813
0.144857 -0.119057
0.161912 -0.122831
0.179828 -0.126120
0.198586 -0.128910
0.218169 -0.131187
0.238554 -0.132943
0.259722 -0.134171
0.281651 -0.134866
0.304317 -0.135029
0.327699 -0.134659
0.351772 -0.133761
0.376510 -0.132341
0.401889 -0.130408
0.427883 -0.127972
0.454465 -0.125046
0.481607 -0.121642
0.509282 -0.117776
0.537462 -0.113463
0.566116 -0.108718
0.595217 -0.103556
0.624733 -0.097991
0.654635 -0.092038
0.684892 -0.085709
0.715472 -0.079014
0.746345 -0.071961
0.777479 -0.064557
0.808841 -0.056805
0.840400 -0.048706
0.872123 -0.040259
0.903977 -0.031457
0.935930 -0.022293
0.967948 -0.012757
1.000000 0.000000
