NACA 0028
1.000000 0.000000
0.967948 0.013230
0.935930 0.023119
0.903977 0.032622
0.872123 0.041750
0.840400 0.050510
0.808841 0.058909
0.777479 0.066948
0.746345 0.074626
0.715472 0.081940
0.684892 0.088883
0.654635 0.095447
0.624733 0.101621
0.595217 0.107391
0.566116 0.112744
0.537462 0.117665
0.509282 0.122139
0.481607 0.126148
0.454465 0.129677
0.427883 0.132712
0.401889 0.135238
0.376510 0.137243
0.351772 0.138715
0.327699 0.139646
0.304317 0.140030
0.281651 0.139861
0.259722 0.139140
0.238554 0.137866
0.218169 0.136046
0.198586 0.133684
0.179828 0.130792
0.161912 0.127381
0.144857 0.123466
0.128681 0.119065
0.113401 0.114197
0.099031 0.108881
0.085587 0.103141
0.073083 0.096999
0.061532 0.090480
0.050944 0.083606
0.041332 0.076401
0.032705 0.068888
0.025072 0.061090
0.018441 0.053028
0.012818 0.044719
0.008210 0.036181
0.004621 0.027430
0.002055 0.018476
0.000514 0.009331
0.000000 0.000000
0.000514 -0.009331
0.002055 -0.018476
0.004621 -0.027430
0.008210 -0.036181
0.012818 -0.044719
0.018441 -0.053028
0.025072 -0.061090
0.032705 -0.068888
0.041332 -0.076401
0.050944 -0.083606
0.061532 -0.090480
0.073083 -0.096999
0.085587 -0.103141
0.099031 -0.108881
0.113401 -0.114197
0.128681 -0.119065
0.144857 -0.123466
0.161912 -0.127381
0.179828 -0.130792
0.198586 -0.133684
0.218169 -0.136046
0.238554 -0.137866
0.259722 -0.139140
0.281651 -0.139861
0.304317 -0.140030
0.327699 -0.139646
0.351772 -0.138715
0.376510 -0.137243
0.401889 -0.135238
0.427883 -0.132712
0.454465 -0.129677
0.481607 -0.126148
0.509282 -0.122139
0.537462 -0.117665
0.566116 -0.112744
0.595217 -0.107391
0.624733 -0.101621
0.654635 -0.095447
0.684892 -0.088883
0.715472 -0.081940
0.746345 -0.074626
0.777479 -0.066948
0.808841 -0.058909
0.840400 -0.050510
0.872123 -0.041750
0.903977 -0.032622
0.935930 -0.023119
0.967948 -0.013230
1.000000 0.000000
